country,weekly_count,year_week
Albania,2,2020-10
Albania,40,2020-11
Albania,47,2020-12
Albania,123,2020-13
Albania,149,2020-14
Albania,85,2020-15
Albania,116,2020-16
Albania,164,2020-17
Albania,69,2020-18
Albania,73,2020-19
Albania,78,2020-20
Albania,52,2020-21
Albania,139,2020-22
Albania,109,2020-23
Albania,275,2020-24
Albania,406,2020-25
Albania,475,2020-26
Albania,491,2020-27
Albania,561,2020-28
Albania,636,2020-29
Albania,673,2020-30
Albania,756,2020-31
Albania,892,2020-32
Albania,969,2020-33
Albania,1047,2020-34
Albania,953,2020-35
Albania,875,2020-36
Albania,1098,2020-37
Albania,1032,2020-38
Albania,874,2020-39
Albania,1007,2020-40
Albania,1133,2020-41
Albania,1656,2020-42
Albania,2102,2020-43
Albania,2045,2020-44
Albania,3004,2020-45
Albania,3624,2020-46
Albania,4931,2020-47
Albania,4864,2020-48
Albania,5363,2020-49
Albania,5542,2020-50
Albania,4473,2020-51
Albania,3569,2020-52
Albania,2866,2020-53
Albania,4157,2021-01
Albania,4095,2021-02
Albania,4584,2021-03
Albania,5853,2021-04
Albania,7209,2021-05
Albania,7739,2021-06
Albania,7171,2021-07
Albania,6921,2021-08
Albania,5730,2021-09
Albania,4577,2021-10
Albania,3726,2021-11
Albania,2934,2021-12
Albania,2397,2021-13
Albania,1862,2021-14
Albania,1201,2021-15
Albania,943,2021-16
Albania,701,2021-17
Albania,485,2021-18
Albania,292,2021-19
Albania,194,2021-20
Albania,100,2021-21
Albania,70,2021-22
Albania,82,2021-23
Albania,29,2021-24
Albania,22,2021-25
Albania,23,2021-26
Albania,57,2021-27
Albania,94,2021-28
Albania,171,2021-29
Albania,264,2021-30
Albania,791,2021-31
Albania,2035,2021-32
Albania,3377,2021-33
Albania,5523,2021-34
Albania,6150,2021-35
Albania,6029,2021-36
Albania,5927,2021-37
Albania,4940,2021-38
Albania,3901,2021-39
Albania,3174,2021-40
Albania,3003,2021-41
Andorra,5,2020-11
Andorra,108,2020-12
Andorra,221,2020-13
Andorra,167,2020-14
Andorra,137,2020-15
Andorra,75,2020-16
Andorra,27,2020-17
Andorra,8,2020-18
Andorra,7,2020-19
Andorra,6,2020-20
Andorra,2,2020-21
Andorra,1,2020-22
Andorra,88,2020-23
Andorra,1,2020-24
Andorra,2,2020-25
Andorra,0,2020-26
Andorra,0,2020-27
Andorra,0,2020-28
Andorra,25,2020-29
Andorra,17,2020-30
Andorra,28,2020-31
Andorra,31,2020-32
Andorra,33,2020-33
Andorra,56,2020-34
Andorra,79,2020-35
Andorra,91,2020-36
Andorra,129,2020-37
Andorra,220,2020-38
Andorra,272,2020-39
Andorra,274,2020-40
Andorra,586,2020-41
Andorra,681,2020-42
Andorra,661,2020-43
Andorra,787,2020-44
Andorra,558,2020-45
Andorra,489,2020-46
Andorra,384,2020-47
Andorra,456,2020-48
Andorra,338,2020-49
Andorra,288,2020-50
Andorra,239,2020-51
Andorra,10,2020-52
Andorra,605,2020-53
Andorra,490,2021-01
Andorra,401,2021-02
Andorra,466,2021-03
Andorra,388,2021-04
Andorra,314,2021-05
Andorra,287,2021-06
Andorra,161,2021-07
Andorra,190,2021-08
Andorra,180,2021-09
Andorra,157,2021-10
Andorra,319,2021-11
Andorra,305,2021-12
Andorra,381,2021-13
Andorra,350,2021-14
Andorra,224,2021-15
Andorra,278,2021-16
Andorra,212,2021-17
Andorra,128,2021-18
Andorra,87,2021-19
Andorra,99,2021-20
Andorra,118,2021-21
Andorra,50,2021-22
Andorra,36,2021-23
Andorra,51,2021-24
Andorra,18,2021-25
Andorra,109,2021-26
Andorra,164,2021-27
Andorra,204,2021-28
Andorra,218,2021-29
Andorra,170,2021-30
Andorra,129,2021-31
Andorra,78,2021-32
Andorra,48,2021-33
Andorra,30,2021-34
Andorra,37,2021-35
Andorra,14,2021-36
Andorra,57,2021-37
Andorra,49,2021-38
Andorra,78,2021-39
Andorra,40,2021-40
Andorra,60,2021-41
Armenia,0,2020-01
Armenia,0,2020-02
Armenia,0,2020-03
Armenia,0,2020-04
Armenia,0,2020-05
Armenia,0,2020-06
Armenia,0,2020-07
Armenia,0,2020-08
Armenia,1,2020-09
Armenia,0,2020-10
Armenia,27,2020-11
Armenia,166,2020-12
Armenia,288,2020-13
Armenia,351,2020-14
Armenia,206,2020-15
Armenia,300,2020-16
Armenia,469,2020-17
Armenia,699,2020-18
Armenia,885,2020-19
Armenia,1431,2020-20
Armenia,2290,2020-21
Armenia,2379,2020-22
Armenia,3833,2020-23
Armenia,3739,2020-24
Armenia,3524,2020-25
Armenia,4539,2020-26
Armenia,3809,2020-27
Armenia,3215,2020-28
Armenia,2830,2020-29
Armenia,2409,2020-30
Armenia,1712,2020-31
Armenia,1308,2020-32
Armenia,1253,2020-33
Armenia,1129,2020-34
Armenia,958,2020-35
Armenia,1033,2020-36
Armenia,1079,2020-37
Armenia,1569,2020-38
Armenia,1969,2020-39
Armenia,3096,2020-40
Armenia,3955,2020-41
Armenia,8243,2020-42
Armenia,14116,2020-43
Armenia,14638,2020-44
Armenia,14018,2020-45
Armenia,10420,2020-46
Armenia,8823,2020-47
Armenia,8415,2020-48
Armenia,7220,2020-49
Armenia,6338,2020-50
Armenia,5383,2020-51
Armenia,3883,2020-52
Armenia,2272,2020-53
Armenia,2068,2021-01
Armenia,2388,2021-02
Armenia,1418,2021-03
Armenia,994,2021-04
Armenia,1089,2021-05
Armenia,1078,2021-06
Armenia,1147,2021-07
Armenia,1814,2021-08
Armenia,2800,2021-09
Armenia,3686,2021-10
Armenia,5517,2021-11
Armenia,6522,2021-12
Armenia,6372,2021-13
Armenia,6214,2021-14
Armenia,5491,2021-15
Armenia,4651,2021-16
Armenia,3539,2021-17
Armenia,2345,2021-18
Armenia,1574,2021-19
Armenia,1055,2021-20
Armenia,688,2021-21
Armenia,542,2021-22
Armenia,511,2021-23
Armenia,530,2021-24
Armenia,598,2021-25
Armenia,755,2021-26
Armenia,853,2021-27
Armenia,1063,2021-28
Armenia,1388,2021-29
Armenia,1566,2021-30
Armenia,1821,2021-31
Armenia,2517,2021-32
Armenia,3071,2021-33
Armenia,3726,2021-34
Armenia,3653,2021-35
Armenia,3882,2021-36
Armenia,4796,2021-37
Armenia,4603,2021-38
Armenia,6772,2021-39
Armenia,7640,2021-40
Armenia,10226,2021-41
Austria,0,2020-01
Austria,0,2020-02
Austria,0,2020-03
Austria,0,2020-04
Austria,0,2020-05
Austria,0,2020-06
Austria,0,2020-07
Austria,0,2020-08
Austria,14,2020-09
Austria,88,2020-10
Austria,758,2020-11
Austria,2771,2020-12
Austria,5182,2020-13
Austria,3170,2020-14
Austria,1954,2020-15
Austria,773,2020-16
Austria,479,2020-17
Austria,349,2020-18
Austria,249,2020-19
Austria,367,2020-20
Austria,285,2020-21
Austria,203,2020-22
Austria,226,2020-23
Austria,170,2020-24
Austria,247,2020-25
Austria,340,2020-26
Austria,644,2020-27
Austria,578,2020-28
Austria,724,2020-29
Austria,915,2020-30
Austria,823,2020-31
Austria,702,2020-32
Austria,1362,2020-33
Austria,1866,2020-34
Austria,1979,2020-35
Austria,1976,2020-36
Austria,4141,2020-37
Austria,5222,2020-38
Austria,4909,2020-39
Austria,5152,2020-40
Austria,7365,2020-41
Austria,9574,2020-42
Austria,16979,2020-43
Austria,28574,2020-44
Austria,41398,2020-45
Austria,50986,2020-46
Austria,42630,2020-47
Austria,32058,2020-48
Austria,22794,2020-49
Austria,19060,2020-50
Austria,16186,2020-51
Austria,15164,2020-52
Austria,13188,2020-53
Austria,15133,2021-01
Austria,11406,2021-02
Austria,10421,2021-03
Austria,9451,2021-04
Austria,10467,2021-05
Austria,8442,2021-06
Austria,11848,2021-07
Austria,14370,2021-08
Austria,15708,2021-09
Austria,18851,2021-10
Austria,20991,2021-11
Austria,21849,2021-12
Austria,21900,2021-13
Austria,18533,2021-14
Austria,16316,2021-15
Austria,15250,2021-16
Austria,12836,2021-17
Austria,8730,2021-18
Austria,5998,2021-19
Austria,4307,2021-20
Austria,3147,2021-21
Austria,2256,2021-22
Austria,1793,2021-23
Austria,635,2021-24
Austria,759,2021-25
Austria,647,2021-26
Austria,674,2021-27
Austria,2067,2021-28
Austria,2514,2021-29
Austria,3272,2021-30
Austria,3603,2021-31
Austria,5535,2021-32
Austria,7855,2021-33
Austria,9375,2021-34
Austria,11054,2021-35
Austria,14081,2021-36
Austria,14022,2021-37
Austria,11589,2021-38
Austria,12623,2021-39
Austria,12701,2021-40
Austria,14761,2021-41
Azerbaijan,0,2020-01
Azerbaijan,0,2020-02
Azerbaijan,0,2020-03
Azerbaijan,0,2020-04
Azerbaijan,0,2020-05
Azerbaijan,0,2020-06
Azerbaijan,0,2020-07
Azerbaijan,0,2020-08
Azerbaijan,3,2020-09
Azerbaijan,6,2020-10
Azerbaijan,10,2020-11
Azerbaijan,46,2020-12
Azerbaijan,144,2020-13
Azerbaijan,375,2020-14
Azerbaijan,514,2020-15
Azerbaijan,300,2020-16
Azerbaijan,247,2020-17
Azerbaijan,287,2020-18
Azerbaijan,587,2020-19
Azerbaijan,755,2020-20
Azerbaijan,848,2020-21
Azerbaijan,1372,2020-22
Azerbaijan,2059,2020-23
Azerbaijan,2404,2020-24
Azerbaijan,2772,2020-25
Azerbaijan,3695,2020-26
Azerbaijan,3900,2020-27
Azerbaijan,3717,2020-28
Azerbaijan,3480,2020-29
Azerbaijan,2529,2020-30
Azerbaijan,2393,2020-31
Azerbaijan,1125,2020-32
Azerbaijan,651,2020-33
Azerbaijan,1055,2020-34
Azerbaijan,1035,2020-35
Azerbaijan,1020,2020-36
Azerbaijan,998,2020-37
Azerbaijan,861,2020-38
Azerbaijan,835,2020-39
Azerbaijan,668,2020-40
Azerbaijan,1291,2020-41
Azerbaijan,2982,2020-42
Azerbaijan,4995,2020-43
Azerbaijan,6485,2020-44
Azerbaijan,8967,2020-45
Azerbaijan,10277,2020-46
Azerbaijan,17406,2020-47
Azerbaijan,25101,2020-48
Azerbaijan,28484,2020-49
Azerbaijan,29195,2020-50
Azerbaijan,26214,2020-51
Azerbaijan,13395,2020-52
Azerbaijan,4782,2020-53
Azerbaijan,4562,2021-01
Azerbaijan,2564,2021-02
Azerbaijan,1641,2021-03
Azerbaijan,1187,2021-04
Azerbaijan,935,2021-05
Azerbaijan,1043,2021-06
Azerbaijan,1004,2021-07
Azerbaijan,1461,2021-08
Azerbaijan,2301,2021-09
Azerbaijan,3332,2021-10
Azerbaijan,6679,2021-11
Azerbaijan,10356,2021-12
Azerbaijan,14504,2021-13
Azerbaijan,15310,2021-14
Azerbaijan,14517,2021-15
Azerbaijan,12151,2021-16
Azerbaijan,7986,2021-17
Azerbaijan,5289,2021-18
Azerbaijan,3182,2021-19
Azerbaijan,2185,2021-20
Azerbaijan,1410,2021-21
Azerbaijan,851,2021-22
Azerbaijan,456,2021-23
Azerbaijan,322,2021-24
Azerbaijan,343,2021-25
Azerbaijan,581,2021-26
Azerbaijan,837,2021-27
Azerbaijan,1332,2021-28
Azerbaijan,1857,2021-29
Azerbaijan,4077,2021-30
Azerbaijan,7305,2021-31
Azerbaijan,16177,2021-32
Azerbaijan,23504,2021-33
Azerbaijan,26490,2021-34
Azerbaijan,24876,2021-35
Azerbaijan,17220,2021-36
Azerbaijan,12627,2021-37
Azerbaijan,8124,2021-38
Azerbaijan,5535,2021-39
Azerbaijan,5801,2021-40
Azerbaijan,10028,2021-41
Belarus,0,2020-01
Belarus,0,2020-02
Belarus,0,2020-03
Belarus,0,2020-04
Belarus,0,2020-05
Belarus,0,2020-06
Belarus,0,2020-07
Belarus,0,2020-08
Belarus,1,2020-09
Belarus,5,2020-10
Belarus,21,2020-11
Belarus,49,2020-12
Belarus,18,2020-13
Belarus,470,2020-14
Belarus,2014,2020-15
Belarus,3229,2020-16
Belarus,4656,2020-17
Belarus,6242,2020-18
Belarus,6268,2020-19
Belarus,6677,2020-20
Belarus,6548,2020-21
Belarus,6358,2020-22
Belarus,6074,2020-23
Belarus,5343,2020-24
Belarus,4532,2020-25
Belarus,2970,2020-26
Belarus,2079,2020-27
Belarus,1378,2020-28
Belarus,1163,2020-29
Belarus,1037,2020-30
Belarus,935,2020-31
Belarus,783,2020-32
Belarus,666,2020-33
Belarus,952,2020-34
Belarus,1219,2020-35
Belarus,1172,2020-36
Belarus,1314,2020-37
Belarus,1501,2020-38
Belarus,1935,2020-39
Belarus,2686,2020-40
Belarus,3239,2020-41
Belarus,4164,2020-42
Belarus,5125,2020-43
Belarus,6636,2020-44
Belarus,6820,2020-45
Belarus,7906,2020-46
Belarus,9814,2020-47
Belarus,11009,2020-48
Belarus,12149,2020-49
Belarus,13138,2020-50
Belarus,13228,2020-51
Belarus,15065,2020-52
Belarus,11374,2020-53
Belarus,14031,2021-01
Belarus,13367,2021-02
Belarus,10251,2021-03
Belarus,10725,2021-04
Belarus,10163,2021-05
Belarus,10188,2021-06
Belarus,10769,2021-07
Belarus,8811,2021-08
Belarus,8174,2021-09
Belarus,5882,2021-10
Belarus,8122,2021-11
Belarus,8236,2021-12
Belarus,8623,2021-13
Belarus,9577,2021-14
Belarus,7342,2021-15
Belarus,9623,2021-16
Belarus,8051,2021-17
Belarus,6991,2021-18
Belarus,8644,2021-19
Belarus,8493,2021-20
Belarus,8414,2021-21
Belarus,5983,2021-22
Belarus,5241,2021-23
Belarus,5490,2021-24
Belarus,4627,2021-25
Belarus,5570,2021-26
Belarus,7245,2021-27
Belarus,6425,2021-28
Belarus,6336,2021-29
Belarus,6398,2021-30
Belarus,6920,2021-31
Belarus,7523,2021-32
Belarus,8438,2021-33
Belarus,9729,2021-34
Belarus,12035,2021-35
Belarus,10674,2021-36
Belarus,15296,2021-37
Belarus,13780,2021-38
Belarus,11827,2021-39
Belarus,15739,2021-40
Belarus,14228,2021-41
Belgium,0,2020-01
Belgium,0,2020-02
Belgium,0,2020-03
Belgium,0,2020-04
Belgium,0,2020-05
Belgium,0,2020-06
Belgium,0,2020-07
Belgium,343,2020-08
Belgium,-324,2020-09
Belgium,388,2020-10
Belgium,1348,2020-11
Belgium,3673,2020-12
Belgium,8130,2020-13
Belgium,9694,2020-14
Belgium,11175,2020-15
Belgium,7963,2020-16
Belgium,5703,2020-17
Belgium,3095,2020-18
Belgium,3051,2020-19
Belgium,2071,2020-20
Belgium,1510,2020-21
Belgium,1144,2020-22
Belgium,847,2020-23
Belgium,671,2020-24
Belgium,668,2020-25
Belgium,607,2020-26
Belgium,637,2020-27
Belgium,704,2020-28
Belgium,1385,2020-29
Belgium,2489,2020-30
Belgium,3759,2020-31
Belgium,4340,2020-32
Belgium,3751,2020-33
Belgium,3453,2020-34
Belgium,3121,2020-35
Belgium,3655,2020-36
Belgium,6158,2020-37
Belgium,10108,2020-38
Belgium,11274,2020-39
Belgium,18895,2020-40
Belgium,38852,2020-41
Belgium,72232,2020-42
Belgium,105385,2020-43
Belgium,99584,2020-44
Belgium,54006,2020-45
Belgium,33967,2020-46
Belgium,22312,2020-47
Belgium,16261,2020-48
Belgium,15289,2020-49
Belgium,16840,2020-50
Belgium,17714,2020-51
Belgium,12607,2020-52
Belgium,11436,2020-53
Belgium,14920,2021-01
Belgium,14183,2021-02
Belgium,15424,2021-03
Belgium,16998,2021-04
Belgium,15377,2021-05
Belgium,12932,2021-06
Belgium,15661,2021-07
Belgium,16955,2021-08
Belgium,16701,2021-09
Belgium,21554,2021-10
Belgium,29615,2021-11
Belgium,34289,2021-12
Belgium,30214,2021-13
Belgium,24438,2021-14
Belgium,24656,2021-15
Belgium,24689,2021-16
Belgium,21022,2021-17
Belgium,21232,2021-18
Belgium,14913,2021-19
Belgium,17298,2021-20
Belgium,12230,2021-21
Belgium,9117,2021-22
Belgium,5282,2021-23
Belgium,3027,2021-24
Belgium,2456,2021-25
Belgium,4087,2021-26
Belgium,7510,2021-27
Belgium,9541,2021-28
Belgium,10386,2021-29
Belgium,11278,2021-30
Belgium,12229,2021-31
Belgium,13333,2021-32
Belgium,13816,2021-33
Belgium,14104,2021-34
Belgium,13750,2021-35
Belgium,13734,2021-36
Belgium,14445,2021-37
Belgium,13615,2021-38
Belgium,13286,2021-39
Belgium,14818,2021-40
Belgium,22717,2021-41
Bosnia And Herzegovina,18,2020-11
Bosnia And Herzegovina,113,2020-12
Bosnia And Herzegovina,221,2020-13
Bosnia And Herzegovina,296,2020-14
Bosnia And Herzegovina,352,2020-15
Bosnia And Herzegovina,285,2020-16
Bosnia And Herzegovina,231,2020-17
Bosnia And Herzegovina,341,2020-18
Bosnia And Herzegovina,260,2020-19
Bosnia And Herzegovina,173,2020-20
Bosnia And Herzegovina,111,2020-21
Bosnia And Herzegovina,109,2020-22
Bosnia And Herzegovina,164,2020-23
Bosnia And Herzegovina,328,2020-24
Bosnia And Herzegovina,430,2020-25
Bosnia And Herzegovina,774,2020-26
Bosnia And Herzegovina,1188,2020-27
Bosnia And Herzegovina,1490,2020-28
Bosnia And Herzegovina,1568,2020-29
Bosnia And Herzegovina,1863,2020-30
Bosnia And Herzegovina,1857,2020-31
Bosnia And Herzegovina,2153,2020-32
Bosnia And Herzegovina,1684,2020-33
Bosnia And Herzegovina,1893,2020-34
Bosnia And Herzegovina,1891,2020-35
Bosnia And Herzegovina,1767,2020-36
Bosnia And Herzegovina,1907,2020-37
Bosnia And Herzegovina,1962,2020-38
Bosnia And Herzegovina,1492,2020-39
Bosnia And Herzegovina,1384,2020-40
Bosnia And Herzegovina,2342,2020-41
Bosnia And Herzegovina,3469,2020-42
Bosnia And Herzegovina,6777,2020-43
Bosnia And Herzegovina,10612,2020-44
Bosnia And Herzegovina,10918,2020-45
Bosnia And Herzegovina,9533,2020-46
Bosnia And Herzegovina,8050,2020-47
Bosnia And Herzegovina,7268,2020-48
Bosnia And Herzegovina,7233,2020-49
Bosnia And Herzegovina,6610,2020-50
Bosnia And Herzegovina,4889,2020-51
Bosnia And Herzegovina,3685,2020-52
Bosnia And Herzegovina,2954,2020-53
Bosnia And Herzegovina,2988,2021-01
Bosnia And Herzegovina,2340,2021-02
Bosnia And Herzegovina,2070,2021-03
Bosnia And Herzegovina,2043,2021-04
Bosnia And Herzegovina,1858,2021-05
Bosnia And Herzegovina,2079,2021-06
Bosnia And Herzegovina,2295,2021-07
Bosnia And Herzegovina,3820,2021-08
Bosnia And Herzegovina,4760,2021-09
Bosnia And Herzegovina,7351,2021-10
Bosnia And Herzegovina,9560,2021-11
Bosnia And Herzegovina,11122,2021-12
Bosnia And Herzegovina,10846,2021-13
Bosnia And Herzegovina,8477,2021-14
Bosnia And Herzegovina,6513,2021-15
Bosnia And Herzegovina,5024,2021-16
Bosnia And Herzegovina,3148,2021-17
Bosnia And Herzegovina,2177,2021-18
Bosnia And Herzegovina,1303,2021-19
Bosnia And Herzegovina,917,2021-20
Bosnia And Herzegovina,642,2021-21
Bosnia And Herzegovina,408,2021-22
Bosnia And Herzegovina,276,2021-23
Bosnia And Herzegovina,189,2021-24
Bosnia And Herzegovina,133,2021-25
Bosnia And Herzegovina,80,2021-26
Bosnia And Herzegovina,106,2021-27
Bosnia And Herzegovina,108,2021-28
Bosnia And Herzegovina,204,2021-29
Bosnia And Herzegovina,303,2021-30
Bosnia And Herzegovina,532,2021-31
Bosnia And Herzegovina,1254,2021-32
Bosnia And Herzegovina,2338,2021-33
Bosnia And Herzegovina,3470,2021-34
Bosnia And Herzegovina,3983,2021-35
Bosnia And Herzegovina,3274,2021-36
Bosnia And Herzegovina,6943,2021-37
Bosnia And Herzegovina,4658,2021-38
Bosnia And Herzegovina,4780,2021-39
Bosnia And Herzegovina,4210,2021-40
Bosnia And Herzegovina,3855,2021-41
Bulgaria,4,2020-10
Bulgaria,47,2020-11
Bulgaria,134,2020-12
Bulgaria,161,2020-13
Bulgaria,185,2020-14
Bulgaria,144,2020-15
Bulgaria,240,2020-16
Bulgaria,385,2020-17
Bulgaria,318,2020-18
Bulgaria,347,2020-19
Bulgaria,270,2020-20
Bulgaria,198,2020-21
Bulgaria,80,2020-22
Bulgaria,214,2020-23
Bulgaria,563,2020-24
Bulgaria,615,2020-25
Bulgaria,786,2020-26
Bulgaria,1049,2020-27
Bulgaria,1512,2020-28
Bulgaria,1481,2020-29
Bulgaria,1694,2020-30
Bulgaria,1528,2020-31
Bulgaria,1441,2020-32
Bulgaria,969,2020-33
Bulgaria,922,2020-34
Bulgaria,903,2020-35
Bulgaria,860,2020-36
Bulgaria,868,2020-37
Bulgaria,945,2020-38
Bulgaria,1192,2020-39
Bulgaria,1532,2020-40
Bulgaria,2815,2020-41
Bulgaria,5101,2020-42
Bulgaria,8386,2020-43
Bulgaria,16180,2020-44
Bulgaria,21091,2020-45
Bulgaria,23091,2020-46
Bulgaria,23569,2020-47
Bulgaria,20666,2020-48
Bulgaria,18935,2020-49
Bulgaria,18028,2020-50
Bulgaria,11746,2020-51
Bulgaria,6521,2020-52
Bulgaria,5335,2020-53
Bulgaria,5460,2021-01
Bulgaria,3302,2021-02
Bulgaria,3004,2021-03
Bulgaria,3931,2021-04
Bulgaria,4986,2021-05
Bulgaria,5945,2021-06
Bulgaria,6987,2021-07
Bulgaria,10372,2021-08
Bulgaria,13270,2021-09
Bulgaria,18249,2021-10
Bulgaria,24866,2021-11
Bulgaria,25330,2021-12
Bulgaria,24246,2021-13
Bulgaria,18994,2021-14
Bulgaria,14388,2021-15
Bulgaria,11119,2021-16
Bulgaria,7694,2021-17
Bulgaria,5008,2021-18
Bulgaria,3990,2021-19
Bulgaria,2454,2021-20
Bulgaria,1628,2021-21
Bulgaria,1199,2021-22
Bulgaria,863,2021-23
Bulgaria,696,2021-24
Bulgaria,499,2021-25
Bulgaria,522,2021-26
Bulgaria,409,2021-27
Bulgaria,503,2021-28
Bulgaria,721,2021-29
Bulgaria,1462,2021-30
Bulgaria,2901,2021-31
Bulgaria,5185,2021-32
Bulgaria,8061,2021-33
Bulgaria,10304,2021-34
Bulgaria,10434,2021-35
Bulgaria,9239,2021-36
Bulgaria,10914,2021-37
Bulgaria,10675,2021-38
Bulgaria,13133,2021-39
Bulgaria,14868,2021-40
Bulgaria,19757,2021-41
Croatia,0,2020-01
Croatia,0,2020-02
Croatia,0,2020-03
Croatia,0,2020-04
Croatia,0,2020-05
Croatia,0,2020-06
Croatia,0,2020-07
Croatia,0,2020-08
Croatia,7,2020-09
Croatia,5,2020-10
Croatia,36,2020-11
Croatia,187,2020-12
Croatia,478,2020-13
Croatia,469,2020-14
Croatia,418,2020-15
Croatia,271,2020-16
Croatia,159,2020-17
Croatia,66,2020-18
Croatia,91,2020-19
Croatia,39,2020-20
Croatia,18,2020-21
Croatia,2,2020-22
Croatia,1,2020-23
Croatia,5,2020-24
Croatia,65,2020-25
Croatia,374,2020-26
Croatia,460,2020-27
Croatia,571,2020-28
Croatia,632,2020-29
Croatia,503,2020-30
Croatia,403,2020-31
Croatia,344,2020-32
Croatia,967,2020-33
Croatia,1604,2020-34
Croatia,1948,2020-35
Croatia,1841,2020-36
Croatia,1569,2020-37
Croatia,1389,2020-38
Croatia,1275,2020-39
Croatia,1462,2020-40
Croatia,2781,2020-41
Croatia,5140,2020-42
Croatia,10800,2020-43
Croatia,15115,2020-44
Croatia,15752,2020-45
Croatia,16959,2020-46
Croatia,19512,2020-47
Croatia,22894,2020-48
Croatia,23741,2020-49
Croatia,25533,2020-50
Croatia,19842,2020-51
Croatia,9518,2020-52
Croatia,7712,2020-53
Croatia,7265,2021-01
Croatia,4905,2021-02
Croatia,3926,2021-03
Croatia,3466,2021-04
Croatia,2953,2021-05
Croatia,2252,2021-06
Croatia,2292,2021-07
Croatia,3047,2021-08
Croatia,3544,2021-09
Croatia,4566,2021-10
Croatia,6615,2021-11
Croatia,9733,2021-12
Croatia,12642,2021-13
Croatia,12774,2021-14
Croatia,15262,2021-15
Croatia,14836,2021-16
Croatia,12486,2021-17
Croatia,9225,2021-18
Croatia,5759,2021-19
Croatia,3554,2021-20
Croatia,2121,2021-21
Croatia,1427,2021-22
Croatia,973,2021-23
Croatia,603,2021-24
Croatia,482,2021-25
Croatia,580,2021-26
Croatia,595,2021-27
Croatia,772,2021-28
Croatia,1035,2021-29
Croatia,1139,2021-30
Croatia,1302,2021-31
Croatia,1979,2021-32
Croatia,2770,2021-33
Croatia,3492,2021-34
Croatia,4692,2021-35
Croatia,6060,2021-36
Croatia,8166,2021-37
Croatia,7860,2021-38
Croatia,8810,2021-39
Croatia,9110,2021-40
Croatia,10205,2021-41
Cyprus,45,2020-11
Cyprus,76,2020-12
Cyprus,167,2020-13
Cyprus,208,2020-14
Cyprus,193,2020-15
Cyprus,78,2020-16
Cyprus,59,2020-17
Cyprus,49,2020-18
Cyprus,29,2020-19
Cyprus,12,2020-20
Cyprus,19,2020-21
Cyprus,14,2020-22
Cyprus,22,2020-23
Cyprus,16,2020-24
Cyprus,-1,2020-25
Cyprus,12,2020-26
Cyprus,5,2020-27
Cyprus,21,2020-28
Cyprus,14,2020-29
Cyprus,25,2020-30
Cyprus,107,2020-31
Cyprus,83,2020-32
Cyprus,102,2020-33
Cyprus,79,2020-34
Cyprus,58,2020-35
Cyprus,21,2020-36
Cyprus,23,2020-37
Cyprus,79,2020-38
Cyprus,110,2020-39
Cyprus,133,2020-40
Cyprus,208,2020-41
Cyprus,658,2020-42
Cyprus,978,2020-43
Cyprus,1105,2020-44
Cyprus,1324,2020-45
Cyprus,1237,2020-46
Cyprus,1715,2020-47
Cyprus,1702,2020-48
Cyprus,2554,2020-49
Cyprus,2605,2020-50
Cyprus,2465,2020-51
Cyprus,2278,2020-52
Cyprus,3713,2020-53
Cyprus,3100,2021-01
Cyprus,1568,2021-02
Cyprus,939,2021-03
Cyprus,797,2021-04
Cyprus,809,2021-05
Cyprus,700,2021-06
Cyprus,704,2021-07
Cyprus,1347,2021-08
Cyprus,1912,2021-09
Cyprus,2682,2021-10
Cyprus,2537,2021-11
Cyprus,2297,2021-12
Cyprus,3091,2021-13
Cyprus,3756,2021-14
Cyprus,4785,2021-15
Cyprus,5865,2021-16
Cyprus,4036,2021-17
Cyprus,3133,2021-18
Cyprus,1537,2021-19
Cyprus,862,2021-20
Cyprus,518,2021-21
Cyprus,398,2021-22
Cyprus,422,2021-23
Cyprus,492,2021-24
Cyprus,1275,2021-25
Cyprus,3614,2021-26
Cyprus,6964,2021-27
Cyprus,8225,2021-28
Cyprus,7124,2021-29
Cyprus,4953,2021-30
Cyprus,3489,2021-31
Cyprus,2724,2021-32
Cyprus,2301,2021-33
Cyprus,1777,2021-34
Cyprus,1264,2021-35
Cyprus,1534,2021-36
Cyprus,1026,2021-37
Cyprus,810,2021-38
Cyprus,731,2021-39
Cyprus,866,2021-40
Cyprus,998,2021-41
Czechia,0,2020-01
Czechia,0,2020-02
Czechia,0,2020-03
Czechia,0,2020-04
Czechia,0,2020-05
Czechia,0,2020-06
Czechia,0,2020-07
Czechia,0,2020-08
Czechia,3,2020-09
Czechia,30,2020-10
Czechia,266,2020-11
Czechia,866,2020-12
Czechia,1661,2020-13
Czechia,1772,2020-14
Czechia,1405,2020-15
Czechia,755,2020-16
Czechia,658,2020-17
Czechia,379,2020-18
Czechia,344,2020-19
Czechia,359,2020-20
Czechia,485,2020-21
Czechia,318,2020-22
Czechia,366,2020-23
Czechia,399,2020-24
Czechia,475,2020-25
Czechia,1106,2020-26
Czechia,909,2020-27
Czechia,656,2020-28
Czechia,770,2020-29
Czechia,1375,2020-30
Czechia,1454,2020-31
Czechia,1567,2020-32
Czechia,1657,2020-33
Czechia,1905,2020-34
Czechia,2448,2020-35
Czechia,3785,2020-36
Czechia,8033,2020-37
Czechia,13099,2020-38
Czechia,15305,2020-39
Czechia,17865,2020-40
Czechia,34664,2020-41
Czechia,56776,2020-42
Czechia,84209,2020-43
