country,weekly_count,year_week,year_month
Faroe Islands,5,2020-43,2020-10
Faroe Islands,5,2020-44,2020-10
Faroe Islands,2,2020-45,2020-11
Faroe Islands,1,2020-46,2020-11
Faroe Islands,2,2020-47,2020-11
Faroe Islands,2,2020-48,2020-11
Faroe Islands,8,2020-49,2020-12
Faroe Islands,18,2020-50,2020-12
Faroe Islands,18,2020-51,2020-12
Faroe Islands,36,2020-52,2020-12
Faroe Islands,38,2020-53,2020-12
Faroe Islands,26,2021-01,2021-01
Faroe Islands,3,2021-02,2021-01
Faroe Islands,3,2021-03,2021-01
Faroe Islands,2,2021-04,2021-01
Faroe Islands,2,2021-05,2021-02
Faroe Islands,1,2021-06,2021-02
Faroe Islands,1,2021-07,2021-02
Faroe Islands,0,2021-08,2021-02
Faroe Islands,2,2021-09,2021-03
Faroe Islands,1,2021-10,2021-03
Faroe Islands,0,2021-11,2021-03
Faroe Islands,0,2021-12,2021-03
Faroe Islands,0,2021-13,2021-04
Faroe Islands,0,2021-14,2021-04
Faroe Islands,1,2021-15,2021-04
Faroe Islands,1,2021-16,2021-04
Faroe Islands,1,2021-17,2021-04
Faroe Islands,4,2021-18,2021-05
Faroe Islands,2,2021-19,2021-05
Faroe Islands,22,2021-20,2021-05
Faroe Islands,26,2021-21,2021-05
Faroe Islands,26,2021-22,2021-06
Faroe Islands,12,2021-23,2021-06
Faroe Islands,12,2021-24,2021-06
Faroe Islands,4,2021-25,2021-06
Faroe Islands,12,2021-26,2021-06
Faroe Islands,84,2021-27,2021-07
Faroe Islands,65,2021-28,2021-07
Faroe Islands,40,2021-29,2021-07
Faroe Islands,12,2021-30,2021-07
Faroe Islands,4,2021-31,2021-08
Faroe Islands,3,2021-32,2021-08
Faroe Islands,5,2021-33,2021-08
Faroe Islands,3,2021-34,2021-08
Faroe Islands,20,2021-35,2021-08
Faroe Islands,17,2021-36,2021-09
Faroe Islands,33,2021-37,2021-09
Faroe Islands,57,2021-38,2021-09
Faroe Islands,93,2021-39,2021-09
Faroe Islands,73,2021-40,2021-10
Faroe Islands,57,2021-41,2021-10
Finland,0,2020-01,2020-01
Finland,0,2020-02,2020-01
Finland,0,2020-03,2020-01
Finland,0,2020-04,2020-01
Finland,1,2020-05,2020-02
Finland,0,2020-06,2020-02
Finland,0,2020-07,2020-02
Finland,0,2020-08,2020-02
Finland,5,2020-09,2020-03
Finland,24,2020-10,2020-03
Finland,237,2020-11,2020-03
Finland,359,2020-12,2020-03
Finland,592,2020-13,2020-04
Finland,709,2020-14,2020-04
Finland,1047,2020-15,2020-04
Finland,809,2020-16,2020-04
Finland,793,2020-17,2020-04
Finland,678,2020-18,2020-05
Finland,708,2020-19,2020-05
Finland,385,2020-20,2020-05
Finland,232,2020-21,2020-05
Finland,280,2020-22,2020-06
Finland,122,2020-23,2020-06
Finland,123,2020-24,2020-06
Finland,39,2020-25,2020-06
Finland,48,2020-26,2020-06
Finland,81,2020-27,2020-07
Finland,20,2020-28,2020-07
Finland,46,2020-29,2020-07
Finland,55,2020-30,2020-07
Finland,60,2020-31,2020-08
Finland,131,2020-32,2020-08
Finland,147,2020-33,2020-08
Finland,189,2020-34,2020-08
Finland,157,2020-35,2020-08
Finland,214,2020-36,2020-09
Finland,289,2020-37,2020-09
Finland,400,2020-38,2020-09
Finland,702,2020-39,2020-09
Finland,856,2020-40,2020-10
Finland,1460,2020-41,2020-10
Finland,1426,2020-42,2020-10
Finland,1424,2020-43,2020-10
Finland,1443,2020-44,2020-10
Finland,1506,2020-45,2020-11
Finland,1518,2020-46,2020-11
Finland,2324,2020-47,2020-11
Finland,2990,2020-48,2020-11
Finland,3002,2020-49,2020-12
Finland,3179,2020-50,2020-12
Finland,2352,2020-51,2020-12
Finland,1975,2020-52,2020-12
Finland,1782,2020-53,2020-12
Finland,1671,2021-01,2021-01
Finland,1747,2021-02,2021-01
Finland,2243,2021-03,2021-01
Finland,2902,2021-04,2021-01
Finland,2487,2021-05,2021-02
Finland,2350,2021-06,2021-02
Finland,3813,2021-07,2021-02
Finland,3540,2021-08,2021-02
Finland,4391,2021-09,2021-03
Finland,4806,2021-10,2021-03
Finland,4774,2021-11,2021-03
Finland,4360,2021-12,2021-03
Finland,3393,2021-13,2021-04
Finland,2657,2021-14,2021-04
Finland,2078,2021-15,2021-04
Finland,1673,2021-16,2021-04
Finland,1424,2021-17,2021-04
Finland,1495,2021-18,2021-05
Finland,1382,2021-19,2021-05
Finland,1421,2021-20,2021-05
Finland,906,2021-21,2021-05
Finland,794,2021-22,2021-06
Finland,595,2021-23,2021-06
Finland,513,2021-24,2021-06
Finland,750,2021-25,2021-06
Finland,1379,2021-26,2021-06
Finland,1619,2021-27,2021-07
Finland,2074,2021-28,2021-07
Finland,2816,2021-29,2021-07
Finland,4349,2021-30,2021-07
Finland,4886,2021-31,2021-08
Finland,5324,2021-32,2021-08
Finland,4515,2021-33,2021-08
Finland,4047,2021-34,2021-08
Finland,4009,2021-35,2021-08
Finland,3536,2021-36,2021-09
Finland,2619,2021-37,2021-09
Finland,3148,2021-38,2021-09
Finland,2709,2021-39,2021-09
Finland,3565,2021-40,2021-10
Finland,4218,2021-41,2021-10
France,0,2020-01,2020-01
France,0,2020-02,2020-01
France,0,2020-03,2020-01
France,3,2020-04,2020-01
France,3,2020-05,2020-02
France,5,2020-06,2020-02
France,1,2020-07,2020-02
France,0,2020-08,2020-02
France,121,2020-09,2020-03
France,981,2020-10,2020-03
France,4297,2020-11,2020-03
France,11266,2020-12,2020-03
France,23485,2020-13,2020-04
France,31002,2020-14,2020-04
France,25898,2020-15,2020-04
France,16220,2020-16,2020-04
France,11120,2020-17,2020-04
France,6144,2020-18,2020-05
France,4046,2020-19,2020-05
France,3392,2020-20,2020-05
France,4663,2020-21,2020-05
France,4005,2020-22,2020-06
France,3169,2020-23,2020-06
France,3282,2020-24,2020-06
France,3558,2020-25,2020-06
France,3575,2020-26,2020-06
France,3832,2020-27,2020-07
France,3994,2020-28,2020-07
France,4503,2020-29,2020-07
France,6628,2020-30,2020-07
France,8503,2020-31,2020-08
France,11908,2020-32,2020-08
France,17306,2020-33,2020-08
France,28123,2020-34,2020-08
France,39812,2020-35,2020-08
France,52783,2020-36,2020-09
France,64661,2020-37,2020-09
France,75740,2020-38,2020-09
France,74047,2020-39,2020-09
France,79885,2020-40,2020-10
France,123001,2020-41,2020-10
France,174734,2020-42,2020-10
France,275387,2020-43,2020-10
France,334435,2020-44,2020-10
France,304537,2020-45,2020-11
France,178236,2020-46,2020-11
France,116361,2020-47,2020-11
France,78220,2020-48,2020-11
France,72108,2020-49,2020-12
France,78718,2020-50,2020-12
France,94277,2020-51,2020-12
France,85079,2020-52,2020-12
France,89718,2020-53,2020-12
France,123772,2021-01,2021-01
France,120584,2021-02,2021-01
France,132681,2021-03,2021-01
France,134201,2021-04,2021-01
France,131725,2021-05,2021-02
France,114493,2021-06,2021-02
France,120503,2021-07,2021-02
France,130574,2021-08,2021-02
France,128276,2021-09,2021-03
France,149109,2021-10,2021-03
France,190121,2021-11,2021-03
France,230574,2021-12,2021-03
France,243764,2021-13,2021-04
France,205598,2021-14,2021-04
France,201074,2021-15,2021-04
France,178829,2021-16,2021-04
France,132684,2021-17,2021-04
France,109016,2021-18,2021-05
France,88274,2021-19,2021-05
France,101042,2021-20,2021-05
France,62447,2021-21,2021-05
France,46640,2021-22,2021-06
France,27912,2021-23,2021-06
France,16646,2021-24,2021-06
France,12710,2021-25,2021-06
France,16182,2021-26,2021-06
France,26436,2021-27,2021-07
France,55091,2021-28,2021-07
France,126207,2021-29,2021-07
France,152682,2021-30,2021-07
France,158539,2021-31,2021-08
France,165877,2021-32,2021-08
France,148576,2021-33,2021-08
France,122877,2021-34,2021-08
France,93964,2021-35,2021-08
France,68619,2021-36,2021-09
France,50262,2021-37,2021-09
France,38986,2021-38,2021-09
France,32740,2021-39,2021-09
France,29452,2021-40,2021-10
France,32541,2021-41,2021-10
Georgia,0,2020-01,2020-01
Georgia,0,2020-02,2020-01
Georgia,0,2020-03,2020-01
Georgia,0,2020-04,2020-01
Georgia,0,2020-05,2020-02
Georgia,0,2020-06,2020-02
Georgia,0,2020-07,2020-02
Georgia,0,2020-08,2020-02
Georgia,3,2020-09,2020-03
Georgia,10,2020-10,2020-03
Georgia,17,2020-11,2020-03
Georgia,24,2020-12,2020-03
Georgia,36,2020-13,2020-04
Georgia,84,2020-14,2020-04
Georgia,83,2020-15,2020-04
Georgia,137,2020-16,2020-04
Georgia,92,2020-17,2020-04
Georgia,103,2020-18,2020-05
Georgia,46,2020-19,2020-05
Georgia,66,2020-20,2020-05
Georgia,29,2020-21,2020-05
Georgia,53,2020-22,2020-06
Georgia,25,2020-23,2020-06
Georgia,71,2020-24,2020-06
Georgia,29,2020-25,2020-06
Georgia,18,2020-26,2020-06
Georgia,27,2020-27,2020-07
Georgia,42,2020-28,2020-07
Georgia,33,2020-29,2020-07
Georgia,109,2020-30,2020-07
Georgia,40,2020-31,2020-08
Georgia,73,2020-32,2020-08
Georgia,91,2020-33,2020-08
Georgia,70,2020-34,2020-08
Georgia,76,2020-35,2020-08
Georgia,153,2020-36,2020-09
Georgia,752,2020-37,2020-09
Georgia,1303,2020-38,2020-09
Georgia,1857,2020-39,2020-09
Georgia,2566,2020-40,2020-10
Georgia,3676,2020-41,2020-10
Georgia,5683,2020-42,2020-10
Georgia,12826,2020-43,2020-10
Georgia,12276,2020-44,2020-10
Georgia,18101,2020-45,2020-11
Georgia,22155,2020-46,2020-11
Georgia,25855,2020-47,2020-11
Georgia,26894,2020-48,2020-11
Georgia,29392,2020-49,2020-12
Georgia,26087,2020-50,2020-12
Georgia,18399,2020-51,2020-12
Georgia,12681,2020-52,2020-12
Georgia,7620,2020-53,2020-12
Georgia,10017,2021-01,2021-01
Georgia,8135,2021-02,2021-01
Georgia,5901,2021-03,2021-01
Georgia,4535,2021-04,2021-01
Georgia,3877,2021-05,2021-02
Georgia,3494,2021-06,2021-02
Georgia,2780,2021-07,2021-02
Georgia,2416,2021-08,2021-02
Georgia,2080,2021-09,2021-03
Georgia,2150,2021-10,2021-03
Georgia,2502,2021-11,2021-03
Georgia,2651,2021-12,2021-03
Georgia,3760,2021-13,2021-04
Georgia,4335,2021-14,2021-04
Georgia,7540,2021-15,2021-04
Georgia,8336,2021-16,2021-04
Georgia,8682,2021-17,2021-04
Georgia,8965,2021-18,2021-05
Georgia,8456,2021-19,2021-05
Georgia,7586,2021-20,2021-05
Georgia,6002,2021-21,2021-05
Georgia,5442,2021-22,2021-06
Georgia,4871,2021-23,2021-06
Georgia,4605,2021-24,2021-06
Georgia,4993,2021-25,2021-06
Georgia,5174,2021-26,2021-06
Georgia,8763,2021-27,2021-07
Georgia,10518,2021-28,2021-07
Georgia,15694,2021-29,2021-07
Georgia,19820,2021-30,2021-07
Georgia,24070,2021-31,2021-08
Georgia,33665,2021-32,2021-08
Georgia,33166,2021-33,2021-08
Georgia,28374,2021-34,2021-08
Georgia,22839,2021-35,2021-08
Georgia,15858,2021-36,2021-09
Georgia,13449,2021-37,2021-09
Georgia,11891,2021-38,2021-09
Georgia,11465,2021-39,2021-09
Georgia,16963,2021-40,2021-10
Georgia,29230,2021-41,2021-10
Germany,0,2020-01,2020-01
Germany,0,2020-02,2020-01
Germany,0,2020-03,2020-01
Germany,0,2020-04,2020-01
Germany,9,2020-05,2020-02
Germany,4,2020-06,2020-02
Germany,2,2020-07,2020-02
Germany,0,2020-08,2020-02
Germany,114,2020-09,2020-03
Germany,773,2020-10,2020-03
Germany,3936,2020-11,2020-03
Germany,19936,2020-12,2020-03
Germany,32524,2020-13,2020-04
Germany,38093,2020-14,2020-04
Germany,27625,2020-15,2020-04
Germany,18656,2020-16,2020-04
Germany,13521,2020-17,2020-04
Germany,7982,2020-18,2020-05
Germany,6400,2020-19,2020-05
Germany,5122,2020-20,2020-05
Germany,3873,2020-21,2020-05
Germany,3245,2020-22,2020-06
Germany,2378,2020-23,2020-06
Germany,2268,2020-24,2020-06
Germany,3898,2020-25,2020-06
Germany,3402,2020-26,2020-06
Germany,2793,2020-27,2020-07
Germany,2409,2020-28,2020-07
Germany,2860,2020-29,2020-07
Germany,3786,2020-30,2020-07
Germany,4793,2020-31,2020-08
Germany,5925,2020-32,2020-08
Germany,7687,2020-33,2020-08
Germany,9561,2020-34,2020-08
Germany,8806,2020-35,2020-08
Germany,8418,2020-36,2020-09
Germany,9556,2020-37,2020-09
Germany,11982,2020-38,2020-09
Germany,12995,2020-39,2020-09
Germany,15287,2020-40,2020-10
Germany,24712,2020-41,2020-10
Germany,40968,2020-42,2020-10
Germany,71567,2020-43,2020-10
Germany,107161,2020-44,2020-10
Germany,126841,2020-45,2020-11
Germany,129459,2020-46,2020-11
Germany,127806,2020-47,2020-11
Germany,124736,2020-48,2020-11
Germany,129785,2020-49,2020-12
Germany,153424,2020-50,2020-12
Germany,173574,2020-51,2020-12
Germany,141182,2020-52,2020-12
Germany,123679,2020-53,2020-12
Germany,145511,2021-01,2021-01
Germany,119635,2021-02,2021-01
Germany,101006,2021-03,2021-01
Germany,80306,2021-04,2021-01
Germany,66574,2021-05,2021-02
Germany,50442,2021-06,2021-02
Germany,51941,2021-07,2021-02
Germany,56140,2021-08,2021-02
Germany,58125,2021-09,2021-03
Germany,70656,2021-10,2021-03
Germany,91376,2021-11,2021-03
Germany,115048,2021-12,2021-03
Germany,111610,2021-13,2021-04
Germany,117630,2021-14,2021-04
Germany,142186,2021-15,2021-04
Germany,145626,2021-16,2021-04
Germany,126657,2021-17,2021-04
Germany,101269,2021-18,2021-05
Germany,71595,2021-19,2021-05
Germany,52794,2021-20,2021-05
Germany,29486,2021-21,2021-05
Germany,20358,2021-22,2021-06
Germany,14034,2021-23,2021-06
Germany,6809,2021-24,2021-06
Germany,4602,2021-25,2021-06
Germany,4195,2021-26,2021-06
Germany,5365,2021-27,2021-07
Germany,8738,2021-28,2021-07
Germany,11629,2021-29,2021-07
Germany,15253,2021-30,2021-07
Germany,19840,2021-31,2021-08
Germany,31190,2021-32,2021-08
Germany,48726,2021-33,2021-08
Germany,65241,2021-34,2021-08
Germany,73284,2021-35,2021-08
Germany,72761,2021-36,2021-09
Germany,62701,2021-37,2021-09
Germany,53548,2021-38,2021-09
Germany,55988,2021-39,2021-09
Germany,57996,2021-40,2021-10
Germany,64461,2021-41,2021-10
Gibraltar,15,2020-12,2020-03
Gibraltar,50,2020-13,2020-04
Gibraltar,38,2020-14,2020-04
Gibraltar,26,2020-15,2020-04
Gibraltar,4,2020-16,2020-04
Gibraltar,8,2020-17,2020-04
Gibraltar,3,2020-18,2020-05
Gibraltar,2,2020-19,2020-05
Gibraltar,1,2020-20,2020-05
Gibraltar,4,2020-21,2020-05
Gibraltar,18,2020-22,2020-06
Gibraltar,6,2020-23,2020-06
Gibraltar,1,2020-24,2020-06
Gibraltar,0,2020-25,2020-06
Gibraltar,1,2020-26,2020-06
Gibraltar,1,2020-27,2020-07
Gibraltar,2,2020-28,2020-07
Gibraltar,0,2020-29,2020-07
Gibraltar,5,2020-30,2020-07
Gibraltar,3,2020-31,2020-08
Gibraltar,9,2020-32,2020-08
Gibraltar,18,2020-33,2020-08
Gibraltar,14,2020-34,2020-08
Gibraltar,56,2020-35,2020-08
Gibraltar,30,2020-36,2020-09
Gibraltar,15,2020-37,2020-09
Gibraltar,20,2020-38,2020-09
Gibraltar,29,2020-39,2020-09
Gibraltar,53,2020-40,2020-10
Gibraltar,53,2020-41,2020-10
Gibraltar,86,2020-42,2020-10
Gibraltar,96,2020-43,2020-10
Gibraltar,36,2020-44,2020-10
Gibraltar,90,2020-45,2020-11
Gibraltar,109,2020-46,2020-11
Gibraltar,56,2020-47,2020-11
Gibraltar,56,2020-48,2020-11
Gibraltar,39,2020-49,2020-12
Gibraltar,22,2020-50,2020-12
Gibraltar,169,2020-51,2020-12
Gibraltar,462,2020-52,2020-12
Gibraltar,700,2020-53,2020-12
Gibraltar,764,2021-01,2021-01
Gibraltar,500,2021-02,2021-01
Gibraltar,296,2021-03,2021-01
Gibraltar,148,2021-04,2021-01
Gibraltar,73,2021-05,2021-02
Gibraltar,32,2021-06,2021-02
Gibraltar,9,2021-07,2021-02
Gibraltar,11,2021-08,2021-02
Gibraltar,10,2021-09,2021-03
Gibraltar,14,2021-10,2021-03
Gibraltar,7,2021-11,2021-03
Gibraltar,3,2021-12,2021-03
Gibraltar,2,2021-13,2021-04
Gibraltar,2,2021-14,2021-04
Gibraltar,6,2021-15,2021-04
Gibraltar,0,2021-16,2021-04
Gibraltar,0,2021-17,2021-04
Gibraltar,3,2021-18,2021-05
Gibraltar,0,2021-19,2021-05
Gibraltar,2,2021-20,2021-05
Gibraltar,5,2021-21,2021-05
Gibraltar,7,2021-22,2021-06
Gibraltar,12,2021-23,2021-06
Gibraltar,9,2021-24,2021-06
Gibraltar,24,2021-25,2021-06
Gibraltar,21,2021-26,2021-06
Gibraltar,64,2021-27,2021-07
Gibraltar,165,2021-28,2021-07
Gibraltar,204,2021-29,2021-07
Gibraltar,181,2021-30,2021-07
Gibraltar,147,2021-31,2021-08
Gibraltar,85,2021-32,2021-08
Gibraltar,75,2021-33,2021-08
Gibraltar,51,2021-34,2021-08
Gibraltar,0,2021-35,2021-08
Gibraltar,93,2021-36,2021-09
Gibraltar,46,2021-37,2021-09
Gibraltar,37,2021-38,2021-09
Gibraltar,59,2021-39,2021-09
Gibraltar,53,2021-40,2021-10
Gibraltar,132,2021-41,2021-10
Greece,0,2020-01,2020-01
Greece,0,2020-02,2020-01
Greece,0,2020-03,2020-01
Greece,0,2020-04,2020-01
Greece,0,2020-05,2020-02
Greece,0,2020-06,2020-02
Greece,0,2020-07,2020-02
Greece,0,2020-08,2020-02
Greece,7,2020-09,2020-03
Greece,66,2020-10,2020-03
Greece,258,2020-11,2020-03
Greece,293,2020-12,2020-03
Greece,532,2020-13,2020-04
Greece,579,2020-14,2020-04
Greece,379,2020-15,2020-04
Greece,121,2020-16,2020-04
Greece,271,2020-17,2020-04
Greece,120,2020-18,2020-05
Greece,90,2020-19,2020-05
Greece,118,2020-20,2020-05
Greece,44,2020-21,2020-05
Greece,39,2020-22,2020-06
Greece,80,2020-23,2020-06
Greece,124,2020-24,2020-06
Greece,145,2020-25,2020-06
Greece,110,2020-26,2020-06
Greece,143,2020-27,2020-07
Greece,284,2020-28,2020-07
Greece,204,2020-29,2020-07
Greece,186,2020-30,2020-07
Greece,469,2020-31,2020-08
Greece,961,2020-32,2020-08
Greece,1452,2020-33,2020-08
Greece,1589,2020-34,2020-08
Greece,1470,2020-35,2020-08
Greece,1390,2020-36,2020-09
Greece,1716,2020-37,2020-09
Greece,1902,2020-38,2020-09
Greece,2302,2020-39,2020-09
Greece,2398,2020-40,2020-10
Greece,2516,2020-41,2020-10
Greece,3012,2020-42,2020-10
Greece,5412,2020-43,2020-10
Greece,10147,2020-44,2020-10
Greece,15769,2020-45,2020-11
Greece,17507,2020-46,2020-11
Greece,17414,2020-47,2020-11
Greece,12608,2020-48,2020-11
Greece,11244,2020-49,2020-12
Greece,9063,2020-50,2020-12
Greece,6538,2020-51,2020-12
Greece,4859,2020-52,2020-12
Greece,4168,2020-53,2020-12
Greece,4639,2021-01,2021-01
Greece,3869,2021-02,2021-01
Greece,3373,2021-03,2021-01
Greece,4977,2021-04,2021-01
Greece,6989,2021-05,2021-02
Greece,8182,2021-06,2021-02
Greece,7674,2021-07,2021-02
Greece,11298,2021-08,2021-02
Greece,14020,2021-09,2021-03
Greece,16027,2021-10,2021-03
Greece,15978,2021-11,2021-03
Greece,16906,2021-12,2021-03
Greece,21383,2021-13,2021-04
Greece,20066,2021-14,2021-04
Greece,19793,2021-15,2021-04
Greece,17856,2021-16,2021-04
Greece,13293,2021-17,2021-04
Greece,15582,2021-18,2021-05
Greece,15086,2021-19,2021-05
Greece,12714,2021-20,2021-05
Greece,11497,2021-21,2021-05
Greece,8067,2021-22,2021-06
Greece,5565,2021-23,2021-06
Greece,3409,2021-24,2021-06
Greece,2563,2021-25,2021-06
Greece,5059,2021-26,2021-06
Greece,12845,2021-27,2021-07
Greece,18503,2021-28,2021-07
Greece,18607,2021-29,2021-07
Greece,18988,2021-30,2021-07
Greece,19285,2021-31,2021-08
Greece,22933,2021-32,2021-08
Greece,22061,2021-33,2021-08
Greece,22129,2021-34,2021-08
Greece,18636,2021-35,2021-08
Greece,15206,2021-36,2021-09
Greece,15627,2021-37,2021-09
Greece,15185,2021-38,2021-09
Greece,15339,2021-39,2021-09
Greece,15491,2021-40,2021-10
Greece,17087,2021-41,2021-10
Guernsey,17,2020-12,2020-03
Guernsey,28,2020-13,2020-04
Guernsey,109,2020-14,2020-04
Guernsey,64,2020-15,2020-04
Guernsey,21,2020-16,2020-04
Guernsey,8,2020-17,2020-04
Guernsey,5,2020-18,2020-05
Guernsey,0,2020-19,2020-05
Guernsey,0,2020-20,2020-05
Guernsey,0,2020-21,2020-05
Guernsey,0,2020-22,2020-06
Guernsey,0,2020-23,2020-06
Guernsey,0,2020-24,2020-06
Guernsey,0,2020-25,2020-06
Guernsey,0,2020-26,2020-06
Guernsey,0,2020-27,2020-07
Guernsey,0,2020-28,2020-07
Guernsey,0,2020-29,2020-07
Guernsey,0,2020-30,2020-07
Guernsey,0,2020-31,2020-08
Guernsey,0,2020-32,2020-08
Guernsey,0,2020-33,2020-08
Guernsey,0,2020-34,2020-08
Guernsey,0,2020-35,2020-08
Guernsey,0,2020-36,2020-09
Guernsey,1,2020-37,2020-09
Guernsey,2,2020-38,2020-09
Guernsey,1,2020-39,2020-09
Guernsey,1,2020-40,2020-10
Guernsey,1,2020-41,2020-10
Guernsey,0,2020-42,2020-10
Guernsey,7,2020-43,2020-10
Guernsey,5,2020-44,2020-10
Guernsey,9,2020-45,2020-11
Guernsey,3,2020-46,2020-11
Guernsey,1,2020-47,2020-11
Guernsey,3,2020-48,2020-11
Guernsey,2,2020-49,2020-12
Guernsey,1,2020-50,2020-12
Guernsey,4,2020-51,2020-12
Guernsey,4,2020-52,2020-12
Guernsey,3,2020-53,2020-12
Guernsey,5,2021-01,2021-01
Guernsey,4,2021-02,2021-01
Guernsey,12,2021-03,2021-01
Guernsey,218,2021-04,2021-01
Guernsey,202,2021-05,2021-02
Guernsey,56,2021-06,2021-02
Guernsey,16,2021-07,2021-02
Guernsey,8,2021-08,2021-02
Guernsey,0,2021-09,2021-03
Guernsey,0,2021-10,2021-03
Guernsey,0,2021-11,2021-03
Guernsey,0,2021-12,2021-03
Guernsey,0,2021-13,2021-04
Guernsey,0,2021-14,2021-04
Guernsey,1,2021-15,2021-04
Guernsey,0,2021-16,2021-04
Guernsey,0,2021-17,2021-04
Guernsey,0,2021-18,2021-05
Guernsey,0,2021-19,2021-05
Guernsey,0,2021-20,2021-05
Guernsey,1,2021-21,2021-05
Guernsey,0,2021-22,2021-06
Guernsey,2,2021-23,2021-06
Guernsey,2,2021-24,2021-06
Guernsey,8,2021-25,2021-06
Guernsey,12,2021-26,2021-06
Guernsey,10,2021-27,2021-07
Guernsey,37,2021-28,2021-07
Guernsey,35,2021-29,2021-07
Guernsey,27,2021-30,2021-07
Guernsey,51,2021-31,2021-08
Guernsey,78,2021-32,2021-08
Guernsey,95,2021-33,2021-08
Guernsey,57,2021-34,2021-08
Guernsey,138,2021-35,2021-08
Guernsey,42,2021-36,2021-09
Guernsey,84,2021-37,2021-09
Guernsey,78,2021-38,2021-09
Guernsey,68,2021-39,2021-09
Guernsey,71,2021-40,2021-10
Guernsey,99,2021-41,2021-10
Holy See,1,2020-11,2020-03
Holy See,0,2020-12,2020-03
Holy See,5,2020-13,2020-04
Holy See,1,2020-14,2020-04
Holy See,1,2020-15,2020-04
Holy See,0,2020-16,2020-04
Holy See,1,2020-17,2020-04
Holy See,2,2020-18,2020-05
Holy See,1,2020-19,2020-05
Holy See,0,2020-20,2020-05
Holy See,0,2020-21,2020-05
Holy See,0,2020-22,2020-06
Holy See,0,2020-23,2020-06
Holy See,0,2020-24,2020-06
Holy See,0,2020-25,2020-06
Holy See,0,2020-26,2020-06
Holy See,0,2020-27,2020-07
Holy See,0,2020-28,2020-07
Holy See,0,2020-29,2020-07
Holy See,0,2020-30,2020-07
Holy See,0,2020-31,2020-08
Holy See,0,2020-32,2020-08
Holy See,0,2020-33,2020-08
Holy See,0,2020-34,2020-08
Holy See,0,2020-35,2020-08
Holy See,0,2020-36,2020-09
Holy See,0,2020-37,2020-09
Holy See,0,2020-38,2020-09
Holy See,0,2020-39,2020-09
Holy See,0,2020-40,2020-10
Holy See,0,2020-41,2020-10
Holy See,15,2020-42,2020-10
Holy See,0,2020-43,2020-10
Holy See,0,2020-44,2020-10
Holy See,0,2020-45,2020-11
Holy See,0,2020-46,2020-11
Holy See,0,2020-47,2020-11
Holy See,0,2020-48,2020-11
Holy See,0,2020-49,2020-12
Holy See,0,2020-50,2020-12
Holy See,0,2020-51,2020-12
Holy See,0,2020-52,2020-12
Holy See,0,2020-53,2020-12
Holy See,0,2021-01,2021-01
Holy See,0,2021-02,2021-01
Holy See,0,2021-03,2021-01
Holy See,0,2021-04,2021-01
Holy See,0,2021-05,2021-02
Holy See,0,2021-06,2021-02
Holy See,0,2021-07,2021-02
Holy See,0,2021-08,2021-02
Holy See,0,2021-09,2021-03
Holy See,0,2021-10,2021-03
Holy See,0,2021-11,2021-03
Holy See,0,2021-12,2021-03
Holy See,0,2021-13,2021-04
Holy See,0,2021-14,2021-04
Holy See,0,2021-15,2021-04
Holy See,0,2021-16,2021-04
Holy See,0,2021-17,2021-04
Holy See,0,2021-18,2021-05
Holy See,0,2021-19,2021-05
Holy See,0,2021-20,2021-05
Holy See,0,2021-21,2021-05
Holy See,0,2021-22,2021-06
Holy See,0,2021-23,2021-06
Holy See,0,2021-24,2021-06
Holy See,0,2021-25,2021-06
Holy See,0,2021-26,2021-06
Holy See,0,2021-27,2021-07
Holy See,0,2021-28,2021-07
Holy See,0,2021-29,2021-07
Holy See,0,2021-30,2021-07
Holy See,0,2021-31,2021-08
Holy See,0,2021-32,2021-08
Holy See,0,2021-33,2021-08
Holy See,0,2021-34,2021-08
Holy See,0,2021-35,2021-08
Holy See,0,2021-36,2021-09
Holy See,0,2021-37,2021-09
Holy See,0,2021-38,2021-09
Holy See,0,2021-39,2021-09
Holy See,0,2021-40,2021-10
Holy See,0,2021-41,2021-10
Hungary,8,2020-10,2020-03
Hungary,31,2020-11,2020-03
Hungary,128,2020-12,2020-03
Hungary,280,2020-13,2020-04
Hungary,297,2020-14,2020-04
Hungary,714,2020-15,2020-04
Hungary,526,2020-16,2020-04
Hungary,599,2020-17,2020-04
Hungary,452,2020-18,2020-05
Hungary,249,2020-19,2020-05
Hungary,251,2020-20,2020-05
Hungary,221,2020-21,2020-05
Hungary,120,2020-22,2020-06
Hungary,94,2020-23,2020-06
Hungary,106,2020-24,2020-06
Hungary,26,2020-25,2020-06
Hungary,40,2020-26,2020-06
Hungary,41,2020-27,2020-07
Hungary,51,2020-28,2020-07
Hungary,99,2020-29,2020-07
Hungary,115,2020-30,2020-07
Hungary,87,2020-31,2020-08
Hungary,161,2020-32,2020-08
Hungary,220,2020-33,2020-08
Hungary,239,2020-34,2020-08
Hungary,806,2020-35,2020-08
Hungary,2426,2020-36,2020-09
Hungary,3922,2020-37,2020-09
Hungary,6557,2020-38,2020-09
Hungary,5850,2020-39,2020-09
Hungary,6764,2020-40,2020-10
Hungary,7097,2020-41,2020-10
Hungary,9191,2020-42,2020-10
Hungary,13795,2020-43,2020-10
Hungary,21217,2020-44,2020-10
Hungary,31998,2020-45,2020-11
Hungary,32678,2020-46,2020-11
Hungary,30496,2020-47,2020-11
Hungary,39170,2020-48,2020-11
