country,weekly_count,year_week,year_month
Norway,1142,2021-28,2021-07
Norway,1430,2021-29,2021-07
Norway,2183,2021-30,2021-07
Norway,2880,2021-31,2021-08
Norway,3648,2021-32,2021-08
Norway,4339,2021-33,2021-08
Norway,8217,2021-34,2021-08
Norway,10217,2021-35,2021-08
Norway,8883,2021-36,2021-09
Norway,6101,2021-37,2021-09
Norway,4691,2021-38,2021-09
Norway,3604,2021-39,2021-09
Norway,3029,2021-40,2021-10
Norway,2789,2021-41,2021-10
Poland,11,2020-10,2020-03
Poland,114,2020-11,2020-03
Poland,509,2020-12,2020-03
Poland,1228,2020-13,2020-04
Poland,2240,2020-14,2020-04
Poland,2572,2020-15,2020-04
Poland,2613,2020-16,2020-04
Poland,2330,2020-17,2020-04
Poland,2076,2020-18,2020-05
Poland,2303,2020-19,2020-05
Poland,2533,2020-20,2020-05
Poland,2797,2020-21,2020-05
Poland,2460,2020-22,2020-06
Poland,2775,2020-23,2020-06
Poland,2831,2020-24,2020-06
Poland,2539,2020-25,2020-06
Poland,1976,2020-26,2020-06
Poland,2043,2020-27,2020-07
Poland,1941,2020-28,2020-07
Poland,2213,2020-29,2020-07
Poland,2961,2020-30,2020-07
Poland,3829,2020-31,2020-08
Poland,4897,2020-32,2020-08
Poland,4893,2020-33,2020-08
Poland,5078,2020-34,2020-08
Poland,5108,2020-35,2020-08
Poland,3954,2020-36,2020-09
Poland,3328,2020-37,2020-09
Poland,5088,2020-38,2020-09
Poland,8090,2020-39,2020-09
Poland,10810,2020-40,2020-10
Poland,27676,2020-41,2020-10
Poland,49950,2020-42,2020-10
Poland,77922,2020-43,2020-10
Poland,126214,2020-44,2020-10
Poland,166523,2020-45,2020-11
Poland,166547,2020-46,2020-11
Poland,148359,2020-47,2020-11
Poland,123744,2020-48,2020-11
Poland,78374,2020-49,2020-12
Poland,72227,2020-50,2020-12
Poland,67024,2020-51,2020-12
Poland,58310,2020-52,2020-12
Poland,61937,2020-53,2020-12
Poland,67438,2021-01,2021-01
Poland,48529,2021-02,2021-01
Poland,39205,2021-03,2021-01
Poland,35266,2021-04,2021-01
Poland,39301,2021-05,2021-02
Poland,38811,2021-06,2021-02
Poland,47270,2021-07,2021-02
Poland,73005,2021-08,2021-02
Poland,89311,2021-09,2021-03
Poland,116444,2021-10,2021-03
Poland,155602,2021-11,2021-03
Poland,194835,2021-12,2021-03
Poland,180499,2021-13,2021-04
Poland,138184,2021-14,2021-04
Poland,108680,2021-15,2021-04
Poland,66996,2021-16,2021-04
Poland,43433,2021-17,2021-04
Poland,29327,2021-18,2021-05
Poland,20107,2021-19,2021-05
Poland,10991,2021-20,2021-05
Poland,6102,2021-21,2021-05
Poland,3045,2021-22,2021-06
Poland,2280,2021-23,2021-06
Poland,1232,2021-24,2021-06
Poland,849,2021-25,2021-06
Poland,619,2021-26,2021-06
Poland,557,2021-27,2021-07
Poland,626,2021-28,2021-07
Poland,729,2021-29,2021-07
Poland,900,2021-30,2021-07
Poland,1042,2021-31,2021-08
Poland,1299,2021-32,2021-08
Poland,1344,2021-33,2021-08
Poland,1580,2021-34,2021-08
Poland,2281,2021-35,2021-08
Poland,3253,2021-36,2021-09
Poland,4380,2021-37,2021-09
Poland,5356,2021-38,2021-09
Poland,7894,2021-39,2021-09
Poland,11755,2021-40,2021-10
Poland,17822,2021-41,2021-10
Portugal,30,2020-10,2020-03
Portugal,215,2020-11,2020-03
Portugal,1355,2020-12,2020-03
Portugal,4362,2020-13,2020-04
Portugal,5316,2020-14,2020-04
Portugal,5307,2020-15,2020-04
Portugal,3621,2020-16,2020-04
Portugal,3640,2020-17,2020-04
Portugal,1678,2020-18,2020-05
Portugal,2057,2020-19,2020-05
Portugal,1455,2020-20,2020-05
Portugal,1587,2020-21,2020-05
Portugal,1877,2020-22,2020-06
Portugal,1993,2020-23,2020-06
Portugal,2197,2020-24,2020-06
Portugal,2443,2020-25,2020-06
Portugal,2513,2020-26,2020-06
Portugal,2251,2020-27,2020-07
Portugal,2615,2020-28,2020-07
Portugal,2124,2020-29,2020-07
Portugal,1528,2020-30,2020-07
Portugal,1299,2020-31,2020-08
Portugal,1205,2020-32,2020-08
Portugal,1434,2020-33,2020-08
Portugal,1495,2020-34,2020-08
Portugal,2171,2020-35,2020-08
Portugal,2490,2020-36,2020-09
Portugal,3725,2020-37,2020-09
Portugal,4594,2020-38,2020-09
Portugal,5027,2020-39,2020-09
Portugal,4643,2020-40,2020-10
Portugal,8417,2020-41,2020-10
Portugal,13247,2020-42,2020-10
Portugal,18775,2020-43,2020-10
Portugal,25655,2020-44,2020-10
Portugal,34983,2020-45,2020-11
Portugal,37977,2020-46,2020-11
Portugal,43457,2020-47,2020-11
Portugal,34041,2020-48,2020-11
Portugal,27675,2020-49,2020-12
Portugal,26270,2020-50,2020-12
Portugal,25377,2020-51,2020-12
Portugal,22545,2020-52,2020-12
Portugal,34957,2020-53,2020-12
Portugal,57670,2021-01,2021-01
Portugal,67210,2021-02,2021-01
Portugal,86610,2021-03,2021-01
Portugal,83208,2021-04,2021-01
Portugal,41598,2021-05,2021-02
Portugal,19140,2021-06,2021-02
Portugal,10466,2021-07,2021-02
Portugal,7431,2021-08,2021-02
Portugal,5503,2021-09,2021-03
Portugal,4054,2021-10,2021-03
Portugal,3265,2021-11,2021-03
Portugal,2938,2021-12,2021-03
Portugal,2778,2021-13,2021-04
Portugal,4271,2021-14,2021-04
Portugal,3456,2021-15,2021-04
Portugal,3417,2021-16,2021-04
Portugal,2819,2021-17,2021-04
Portugal,2283,2021-18,2021-05
Portugal,2641,2021-19,2021-05
Portugal,3084,2021-20,2021-05
Portugal,3628,2021-21,2021-05
Portugal,3941,2021-22,2021-06
Portugal,5038,2021-23,2021-06
Portugal,7734,2021-24,2021-06
Portugal,9643,2021-25,2021-06
Portugal,15122,2021-26,2021-06
Portugal,19185,2021-27,2021-07
Portugal,22784,2021-28,2021-07
Portugal,22129,2021-29,2021-07
Portugal,17458,2021-30,2021-07
Portugal,15934,2021-31,2021-08
Portugal,16409,2021-32,2021-08
Portugal,16076,2021-33,2021-08
Portugal,15473,2021-34,2021-08
Portugal,11691,2021-35,2021-08
Portugal,8332,2021-36,2021-09
Portugal,6278,2021-37,2021-09
Portugal,4855,2021-38,2021-09
Portugal,4132,2021-39,2021-09
Portugal,4332,2021-40,2021-10
Portugal,4458,2021-41,2021-10
Romania,0,2020-01,2020-01
Romania,0,2020-02,2020-01
Romania,0,2020-03,2020-01
Romania,0,2020-04,2020-01
Romania,0,2020-05,2020-02
Romania,0,2020-06,2020-02
Romania,0,2020-07,2020-02
Romania,0,2020-08,2020-02
Romania,3,2020-09,2020-03
Romania,12,2020-10,2020-03
Romania,124,2020-11,2020-03
Romania,294,2020-12,2020-03
Romania,1327,2020-13,2020-04
Romania,2104,2020-14,2020-04
Romania,2436,2020-15,2020-04
Romania,2446,2020-16,2020-04
Romania,2290,2020-17,2020-04
Romania,2127,2020-18,2020-05
Romania,2199,2020-19,2020-05
Romania,1509,2020-20,2020-05
Romania,1199,2020-21,2020-05
Romania,1187,2020-22,2020-06
Romania,1222,2020-23,2020-06
Romania,1520,2020-24,2020-06
Romania,2046,2020-25,2020-06
Romania,2268,2020-26,2020-06
Romania,2660,2020-27,2020-07
Romania,3562,2020-28,2020-07
Romania,4923,2020-29,2020-07
Romania,7340,2020-30,2020-07
Romania,8388,2020-31,2020-08
Romania,8582,2020-32,2020-08
Romania,8693,2020-33,2020-08
Romania,8064,2020-34,2020-08
Romania,8260,2020-35,2020-08
Romania,8229,2020-36,2020-09
Romania,8481,2020-37,2020-09
Romania,9286,2020-38,2020-09
Romania,9892,2020-39,2020-09
Romania,11392,2020-40,2020-10
Romania,21218,2020-41,2020-10
Romania,25105,2020-42,2020-10
Romania,29260,2020-43,2020-10
Romania,37015,2020-44,2020-10
Romania,57088,2020-45,2020-11
Romania,56530,2020-46,2020-11
Romania,58364,2020-47,2020-11
Romania,52891,2020-48,2020-11
Romania,42040,2020-49,2020-12
Romania,42759,2020-50,2020-12
Romania,34959,2020-51,2020-12
Romania,27135,2020-52,2020-12
Romania,22000,2020-53,2020-12
Romania,32842,2021-01,2021-01
Romania,21882,2021-02,2021-01
Romania,17408,2021-03,2021-01
Romania,17495,2021-04,2021-01
Romania,16581,2021-05,2021-02
Romania,16657,2021-06,2021-02
Romania,18035,2021-07,2021-02
Romania,22761,2021-08,2021-02
Romania,26473,2021-09,2021-03
Romania,32118,2021-10,2021-03
Romania,38177,2021-11,2021-03
Romania,39585,2021-12,2021-03
Romania,37543,2021-13,2021-04
Romania,30504,2021-14,2021-04
Romania,22582,2021-15,2021-04
Romania,16448,2021-16,2021-04
Romania,10817,2021-17,2021-04
Romania,8394,2021-18,2021-05
Romania,5560,2021-19,2021-05
Romania,3482,2021-20,2021-05
Romania,1964,2021-21,2021-05
Romania,1215,2021-22,2021-06
Romania,824,2021-23,2021-06
Romania,506,2021-24,2021-06
Romania,385,2021-25,2021-06
Romania,312,2021-26,2021-06
Romania,296,2021-27,2021-07
Romania,403,2021-28,2021-07
Romania,698,2021-29,2021-07
Romania,1102,2021-30,2021-07
Romania,1622,2021-31,2021-08
Romania,2409,2021-32,2021-08
Romania,3831,2021-33,2021-08
Romania,6112,2021-34,2021-08
Romania,9591,2021-35,2021-08
Romania,15610,2021-36,2021-09
Romania,29399,2021-37,2021-09
Romania,47709,2021-38,2021-09
Romania,74358,2021-39,2021-09
Romania,91669,2021-40,2021-10
Romania,101613,2021-41,2021-10
Russia,0,2020-01,2020-01
Russia,0,2020-02,2020-01
Russia,0,2020-03,2020-01
Russia,0,2020-04,2020-01
Russia,2,2020-05,2020-02
Russia,0,2020-06,2020-02
Russia,0,2020-07,2020-02
Russia,0,2020-08,2020-02
Russia,0,2020-09,2020-03
Russia,8,2020-10,2020-03
Russia,53,2020-11,2020-03
Russia,304,2020-12,2020-03
Russia,1167,2020-13,2020-04
Russia,3855,2020-14,2020-04
Russia,10381,2020-15,2020-04
Russia,27083,2020-16,2020-04
Russia,38096,2020-17,2020-04
Russia,53738,2020-18,2020-05
Russia,75001,2020-19,2020-05
Russia,72064,2020-20,2020-05
Russia,62729,2020-21,2020-05
Russia,61362,2020-22,2020-06
Russia,61830,2020-23,2020-06
Russia,61291,2020-24,2020-06
Russia,55716,2020-25,2020-06
Russia,49757,2020-26,2020-06
Russia,46814,2020-27,2020-07
Russia,45911,2020-28,2020-07
Russia,44384,2020-29,2020-07
Russia,40939,2020-30,2020-07
Russia,38385,2020-31,2020-08
Russia,36666,2020-32,2020-08
Russia,35317,2020-33,2020-08
Russia,33896,2020-34,2020-08
Russia,33577,2020-35,2020-08
Russia,35179,2020-36,2020-09
Russia,37306,2020-37,2020-09
Russia,40588,2020-38,2020-09
Russia,48039,2020-39,2020-09
Russia,63563,2020-40,2020-10
Russia,83717,2020-41,2020-10
Russia,100616,2020-42,2020-10
Russia,114543,2020-43,2020-10
Russia,122904,2020-44,2020-10
Russia,137553,2020-45,2020-11
Russia,151491,2020-46,2020-11
Russia,163504,2020-47,2020-11
Russia,179987,2020-48,2020-11
Russia,191454,2020-49,2020-12
Russia,193158,2020-50,2020-12
Russia,108740,2020-51,2020-12
Russia,315367,2020-52,2020-12
Russia,182103,2020-53,2020-12
Russia,165131,2021-01,2021-01
Russia,165797,2021-02,2021-01
Russia,147624,2021-03,2021-01
Russia,129397,2021-04,2021-01
Russia,115110,2021-05,2021-02
Russia,102893,2021-06,2021-02
Russia,91240,2021-07,2021-02
Russia,80320,2021-08,2021-02
Russia,75379,2021-09,2021-03
Russia,57579,2021-10,2021-03
Russia,75545,2021-11,2021-03
Russia,62390,2021-12,2021-03
Russia,52351,2021-13,2021-04
Russia,60496,2021-14,2021-04
Russia,60711,2021-15,2021-04
Russia,69271,2021-16,2021-04
Russia,51883,2021-17,2021-04
Russia,57007,2021-18,2021-05
Russia,69311,2021-19,2021-05
Russia,51932,2021-20,2021-05
Russia,70412,2021-21,2021-05
Russia,54520,2021-22,2021-06
Russia,95971,2021-23,2021-06
Russia,94418,2021-24,2021-06
Russia,156115,2021-25,2021-06
Russia,138000,2021-26,2021-06
Russia,197532,2021-27,2021-07
Russia,174293,2021-28,2021-07
Russia,167014,2021-29,2021-07
Russia,162405,2021-30,2021-07
Russia,135565,2021-31,2021-08
Russia,153086,2021-32,2021-08
Russia,146251,2021-33,2021-08
Russia,135740,2021-34,2021-08
Russia,129772,2021-35,2021-08
Russia,127471,2021-36,2021-09
Russia,134858,2021-37,2021-09
Russia,145985,2021-38,2021-09
Russia,191404,2021-39,2021-09
Russia,163048,2021-40,2021-10
Russia,217322,2021-41,2021-10
San Marino,0,2020-01,2020-01
San Marino,0,2020-02,2020-01
San Marino,0,2020-03,2020-01
San Marino,0,2020-04,2020-01
San Marino,0,2020-05,2020-02
San Marino,0,2020-06,2020-02
San Marino,0,2020-07,2020-02
San Marino,0,2020-08,2020-02
San Marino,8,2020-09,2020-03
San Marino,29,2020-10,2020-03
San Marino,61,2020-11,2020-03
San Marino,53,2020-12,2020-03
San Marino,78,2020-13,2020-04
San Marino,37,2020-14,2020-04
San Marino,90,2020-15,2020-04
San Marino,105,2020-16,2020-04
San Marino,77,2020-17,2020-04
San Marino,44,2020-18,2020-05
San Marino,46,2020-19,2020-05
San Marino,26,2020-20,2020-05
San Marino,11,2020-21,2020-05
San Marino,6,2020-22,2020-06
San Marino,16,2020-23,2020-06
San Marino,7,2020-24,2020-06
San Marino,2,2020-25,2020-06
San Marino,2,2020-26,2020-06
San Marino,0,2020-27,2020-07
San Marino,1,2020-28,2020-07
San Marino,0,2020-29,2020-07
San Marino,0,2020-30,2020-07
San Marino,0,2020-31,2020-08
San Marino,11,2020-32,2020-08
San Marino,0,2020-33,2020-08
San Marino,0,2020-34,2020-08
San Marino,0,2020-35,2020-08
San Marino,6,2020-36,2020-09
San Marino,6,2020-37,2020-09
San Marino,1,2020-38,2020-09
San Marino,4,2020-39,2020-09
San Marino,5,2020-40,2020-10
San Marino,20,2020-41,2020-10
San Marino,7,2020-42,2020-10
San Marino,60,2020-43,2020-10
San Marino,109,2020-44,2020-10
San Marino,115,2020-45,2020-11
San Marino,210,2020-46,2020-11
San Marino,142,2020-47,2020-11
San Marino,191,2020-48,2020-11
San Marino,203,2020-49,2020-12
San Marino,158,2020-50,2020-12
San Marino,160,2020-51,2020-12
San Marino,168,2020-52,2020-12
San Marino,218,2020-53,2020-12
San Marino,174,2021-01,2021-01
San Marino,120,2021-02,2021-01
San Marino,87,2021-03,2021-01
San Marino,151,2021-04,2021-01
San Marino,112,2021-05,2021-02
San Marino,180,2021-06,2021-02
San Marino,155,2021-07,2021-02
San Marino,244,2021-08,2021-02
San Marino,219,2021-09,2021-03
San Marino,0,2021-10,2021-03
San Marino,421,2021-11,2021-03
San Marino,0,2021-12,2021-03
San Marino,419,2021-13,2021-04
San Marino,187,2021-14,2021-04
San Marino,64,2021-15,2021-04
San Marino,29,2021-16,2021-04
San Marino,12,2021-17,2021-04
San Marino,0,2021-18,2021-05
San Marino,20,2021-19,2021-05
San Marino,2,2021-20,2021-05
San Marino,1,2021-21,2021-05
San Marino,0,2021-22,2021-06
San Marino,0,2021-23,2021-06
San Marino,1,2021-24,2021-06
San Marino,1,2021-25,2021-06
San Marino,0,2021-26,2021-06
San Marino,0,2021-27,2021-07
San Marino,4,2021-28,2021-07
San Marino,20,2021-29,2021-07
San Marino,31,2021-30,2021-07
San Marino,47,2021-31,2021-08
San Marino,37,2021-32,2021-08
San Marino,30,2021-33,2021-08
San Marino,60,2021-34,2021-08
San Marino,0,2021-35,2021-08
San Marino,67,2021-36,2021-09
San Marino,31,2021-37,2021-09
San Marino,9,2021-38,2021-09
San Marino,16,2021-39,2021-09
San Marino,26,2021-40,2021-10
San Marino,5,2021-41,2021-10
Serbia,55,2020-11,2020-03
Serbia,133,2020-12,2020-03
Serbia,553,2020-13,2020-04
Serbia,1167,2020-14,2020-04
Serbia,1722,2020-15,2020-04
Serbia,2688,2020-16,2020-04
Serbia,1724,2020-17,2020-04
Serbia,1422,2020-18,2020-05
Serbia,650,2020-19,2020-05
Serbia,496,2020-20,2020-05
Serbia,549,2020-21,2020-05
Serbia,253,2020-22,2020-06
Serbia,411,2020-23,2020-06
Serbia,487,2020-24,2020-06
Serbia,584,2020-25,2020-06
Serbia,1152,2020-26,2020-06
Serbia,2085,2020-27,2020-07
Serbia,2229,2020-28,2020-07
Serbia,2534,2020-29,2020-07
Serbia,2836,2020-30,2020-07
Serbia,2463,2020-31,2020-08
Serbia,1906,2020-32,2020-08
Serbia,1583,2020-33,2020-08
Serbia,975,2020-34,2020-08
Serbia,708,2020-35,2020-08
Serbia,540,2020-36,2020-09
Serbia,503,2020-37,2020-09
Serbia,500,2020-38,2020-09
Serbia,476,2020-39,2020-09
Serbia,517,2020-40,2020-10
Serbia,886,2020-41,2020-10
Serbia,1373,2020-42,2020-10
Serbia,3326,2020-43,2020-10
Serbia,8917,2020-44,2020-10
Serbia,14344,2020-45,2020-11
Serbia,21821,2020-46,2020-11
Serbia,36552,2020-47,2020-11
Serbia,48094,2020-48,2020-11
Serbia,50438,2020-49,2020-12
Serbia,46780,2020-50,2020-12
Serbia,37315,2020-51,2020-12
Serbia,24872,2020-52,2020-12
Serbia,15251,2020-53,2020-12
Serbia,15819,2021-01,2021-01
Serbia,12844,2021-02,2021-01
Serbia,11070,2021-03,2021-01
Serbia,11660,2021-04,2021-01
Serbia,12618,2021-05,2021-02
Serbia,12998,2021-06,2021-02
Serbia,15761,2021-07,2021-02
Serbia,22619,2021-08,2021-02
Serbia,26180,2021-09,2021-03
Serbia,30838,2021-10,2021-03
Serbia,34851,2021-11,2021-03
Serbia,34378,2021-12,2021-03
Serbia,32163,2021-13,2021-04
Serbia,24539,2021-14,2021-04
Serbia,20160,2021-15,2021-04
Serbia,17299,2021-16,2021-04
Serbia,12253,2021-17,2021-04
Serbia,8488,2021-18,2021-05
Serbia,6050,2021-19,2021-05
Serbia,3481,2021-20,2021-05
Serbia,2285,2021-21,2021-05
Serbia,1454,2021-22,2021-06
Serbia,1213,2021-23,2021-06
Serbia,862,2021-24,2021-06
Serbia,548,2021-25,2021-06
Serbia,572,2021-26,2021-06
Serbia,676,2021-27,2021-07
Serbia,1041,2021-28,2021-07
Serbia,1522,2021-29,2021-07
Serbia,2109,2021-30,2021-07
Serbia,3481,2021-31,2021-08
Serbia,6342,2021-32,2021-08
Serbia,10269,2021-33,2021-08
Serbia,15304,2021-34,2021-08
Serbia,22106,2021-35,2021-08
Serbia,43438,2021-36,2021-09
Serbia,42525,2021-37,2021-09
Serbia,45380,2021-38,2021-09
Serbia,49940,2021-39,2021-09
Serbia,44162,2021-40,2021-10
Serbia,43667,2021-41,2021-10
Slovakia,7,2020-10,2020-03
Slovakia,65,2020-11,2020-03
Slovakia,132,2020-12,2020-03
Slovakia,159,2020-13,2020-04
Slovakia,218,2020-14,2020-04
Slovakia,254,2020-15,2020-04
Slovakia,364,2020-16,2020-04
Slovakia,185,2020-17,2020-04
Slovakia,37,2020-18,2020-05
Slovakia,44,2020-19,2020-05
Slovakia,30,2020-20,2020-05
Slovakia,18,2020-21,2020-05
Slovakia,9,2020-22,2020-06
Slovakia,9,2020-23,2020-06
Slovakia,21,2020-24,2020-06
Slovakia,37,2020-25,2020-06
Slovakia,78,2020-26,2020-06
Slovakia,100,2020-27,2020-07
Slovakia,141,2020-28,2020-07
Slovakia,113,2020-29,2020-07
Slovakia,183,2020-30,2020-07
Slovakia,164,2020-31,2020-08
Slovakia,247,2020-32,2020-08
Slovakia,307,2020-33,2020-08
Slovakia,530,2020-34,2020-08
Slovakia,537,2020-35,2020-08
Slovakia,738,2020-36,2020-09
Slovakia,1041,2020-37,2020-09
Slovakia,1163,2020-38,2020-09
Slovakia,2643,2020-39,2020-09
Slovakia,4238,2020-40,2020-10
Slovakia,7114,2020-41,2020-10
Slovakia,10761,2020-42,2020-10
Slovakia,15338,2020-43,2020-10
Slovakia,21372,2020-44,2020-10
Slovakia,15950,2020-45,2020-11
Slovakia,12469,2020-46,2020-11
Slovakia,12201,2020-47,2020-11
Slovakia,15301,2020-48,2020-11
Slovakia,20515,2020-49,2020-12
Slovakia,32028,2020-50,2020-12
Slovakia,44053,2020-51,2020-12
Slovakia,34183,2020-52,2020-12
Slovakia,47940,2020-53,2020-12
Slovakia,42888,2021-01,2021-01
Slovakia,31090,2021-02,2021-01
Slovakia,36318,2021-03,2021-01
Slovakia,33861,2021-04,2021-01
Slovakia,38440,2021-05,2021-02
Slovakia,36761,2021-06,2021-02
Slovakia,38645,2021-07,2021-02
Slovakia,36357,2021-08,2021-02
Slovakia,34303,2021-09,2021-03
Slovakia,29325,2021-10,2021-03
Slovakia,24069,2021-11,2021-03
Slovakia,19717,2021-12,2021-03
Slovakia,13865,2021-13,2021-04
Slovakia,13536,2021-14,2021-04
Slovakia,10024,2021-15,2021-04
Slovakia,8581,2021-16,2021-04
Slovakia,6989,2021-17,2021-04
Slovakia,5235,2021-18,2021-05
Slovakia,3763,2021-19,2021-05
Slovakia,2547,2021-20,2021-05
Slovakia,2012,2021-21,2021-05
Slovakia,1510,2021-22,2021-06
Slovakia,1032,2021-23,2021-06
Slovakia,604,2021-24,2021-06
Slovakia,443,2021-25,2021-06
Slovakia,239,2021-26,2021-06
Slovakia,302,2021-27,2021-07
Slovakia,262,2021-28,2021-07
Slovakia,372,2021-29,2021-07
Slovakia,479,2021-30,2021-07
Slovakia,532,2021-31,2021-08
Slovakia,647,2021-32,2021-08
Slovakia,877,2021-33,2021-08
Slovakia,1103,2021-34,2021-08
Slovakia,2381,2021-35,2021-08
Slovakia,4004,2021-36,2021-09
Slovakia,6358,2021-37,2021-09
Slovakia,8213,2021-38,2021-09
Slovakia,10689,2021-39,2021-09
Slovakia,13213,2021-40,2021-10
Slovakia,13225,2021-41,2021-10
Slovenia,31,2020-10,2020-03
Slovenia,245,2020-11,2020-03
Slovenia,202,2020-12,2020-03
Slovenia,327,2020-13,2020-04
Slovenia,251,2020-14,2020-04
Slovenia,165,2020-15,2020-04
Slovenia,124,2020-16,2020-04
Slovenia,64,2020-17,2020-04
Slovenia,36,2020-18,2020-05
Slovenia,16,2020-19,2020-05
Slovenia,6,2020-20,2020-05
Slovenia,2,2020-21,2020-05
Slovenia,6,2020-22,2020-06
Slovenia,11,2020-23,2020-06
Slovenia,13,2020-24,2020-06
Slovenia,35,2020-25,2020-06
Slovenia,65,2020-26,2020-06
Slovenia,140,2020-27,2020-07
Slovenia,121,2020-28,2020-07
Slovenia,118,2020-29,2020-07
Slovenia,119,2020-30,2020-07
Slovenia,88,2020-31,2020-08
Slovenia,82,2020-32,2020-08
Slovenia,184,2020-33,2020-08
Slovenia,230,2020-34,2020-08
Slovenia,238,2020-35,2020-08
Slovenia,309,2020-36,2020-09
Slovenia,599,2020-37,2020-09
Slovenia,726,2020-38,2020-09
Slovenia,930,2020-39,2020-09
Slovenia,1277,2020-40,2020-10
Slovenia,2467,2020-41,2020-10
Slovenia,5253,2020-42,2020-10
Slovenia,10952,2020-43,2020-10
Slovenia,11509,2020-44,2020-10
Slovenia,9035,2020-45,2020-11
Slovenia,9957,2020-46,2020-11
Slovenia,9821,2020-47,2020-11
Slovenia,9769,2020-48,2020-11
Slovenia,10462,2020-49,2020-12
Slovenia,9996,2020-50,2020-12
Slovenia,9163,2020-51,2020-12
Slovenia,9082,2020-52,2020-12
Slovenia,10190,2020-53,2020-12
Slovenia,11716,2021-01,2021-01
Slovenia,9041,2021-02,2021-01
Slovenia,8277,2021-03,2021-01
Slovenia,8096,2021-04,2021-01
Slovenia,5615,2021-05,2021-02
Slovenia,5854,2021-06,2021-02
Slovenia,5156,2021-07,2021-02
Slovenia,12966,2021-08,2021-02
Slovenia,5381,2021-09,2021-03
Slovenia,5052,2021-10,2021-03
Slovenia,5858,2021-11,2021-03
Slovenia,6754,2021-12,2021-03
Slovenia,6657,2021-13,2021-04
Slovenia,7150,2021-14,2021-04
Slovenia,5195,2021-15,2021-04
Slovenia,4929,2021-16,2021-04
Slovenia,4761,2021-17,2021-04
Slovenia,3875,2021-18,2021-05
Slovenia,3199,2021-19,2021-05
Slovenia,2175,2021-20,2021-05
Slovenia,1955,2021-21,2021-05
Slovenia,1607,2021-22,2021-06
Slovenia,926,2021-23,2021-06
Slovenia,483,2021-24,2021-06
Slovenia,220,2021-25,2021-06
Slovenia,189,2021-26,2021-06
Slovenia,422,2021-27,2021-07
Slovenia,382,2021-28,2021-07
Slovenia,490,2021-29,2021-07
Slovenia,706,2021-30,2021-07
Slovenia,885,2021-31,2021-08
Slovenia,1432,2021-32,2021-08
Slovenia,2325,2021-33,2021-08
Slovenia,3061,2021-34,2021-08
Slovenia,4218,2021-35,2021-08
Slovenia,6435,2021-36,2021-09
Slovenia,7229,2021-37,2021-09
Slovenia,5913,2021-38,2021-09
Slovenia,6073,2021-39,2021-09
Slovenia,5581,2021-40,2021-10
Slovenia,7515,2021-41,2021-10
Spain,0,2020-01,2020-01
Spain,0,2020-02,2020-01
Spain,0,2020-03,2020-01
Spain,0,2020-04,2020-01
Spain,1,2020-05,2020-02
Spain,1,2020-06,2020-02
Spain,0,2020-07,2020-02
Spain,0,2020-08,2020-02
Spain,134,2020-09,2020-03
Spain,1391,2020-10,2020-03
Spain,9964,2020-11,2020-03
Spain,29771,2020-12,2020-03
Spain,54860,2020-13,2020-04
Spain,46276,2020-14,2020-04
Spain,32553,2020-15,2020-04
Spain,20519,2020-16,2020-04
Spain,16100,2020-17,2020-04
Spain,7635,2020-18,2020-05
Spain,8565,2020-19,2020-05
Spain,3836,2020-20,2020-05
Spain,3794,2020-21,2020-05
Spain,4238,2020-22,2020-06
Spain,2079,2020-23,2020-06
Spain,2392,2020-24,2020-06
Spain,2395,2020-25,2020-06
Spain,2466,2020-26,2020-06
Spain,2819,2020-27,2020-07
Spain,4164,2020-28,2020-07
Spain,8883,2020-29,2020-07
Spain,13946,2020-30,2020-07
Spain,18272,2020-31,2020-08
Spain,25926,2020-32,2020-08
Spain,36102,2020-33,2020-08
Spain,46354,2020-34,2020-08
Spain,57422,2020-35,2020-08
Spain,62691,2020-36,2020-09
Spain,68181,2020-37,2020-09
Spain,77738,2020-38,2020-09
Spain,76798,2020-39,2020-09
Spain,65146,2020-40,2020-10
Spain,75556,2020-41,2020-10
Spain,85481,2020-42,2020-10
Spain,123871,2020-43,2020-10
Spain,142377,2020-44,2020-10
Spain,140521,2020-45,2020-11
Spain,115646,2020-46,2020-11
Spain,85752,2020-47,2020-11
Spain,65571,2020-48,2020-11
Spain,54141,2020-49,2020-12
Spain,49556,2020-50,2020-12
Spain,67365,2020-51,2020-12
Spain,60164,2020-52,2020-12
Spain,79431,2020-53,2020-12
Spain,152938,2021-01,2021-01
Spain,224669,2021-02,2021-01
Spain,256931,2021-03,2021-01
Spain,229423,2021-04,2021-01
Spain,166280,2021-05,2021-02
Spain,97201,2021-06,2021-02
Spain,67685,2021-07,2021-02
Spain,-28304,2021-08,2021-02
Spain,35303,2021-09,2021-03
Spain,34092,2021-10,2021-03
Spain,33741,2021-11,2021-03
Spain,42022,2021-12,2021-03
Spain,40500,2021-13,2021-04
Spain,58931,2021-14,2021-04
Spain,58098,2021-15,2021-04
Spain,60115,2021-16,2021-04
Spain,51961,2021-17,2021-04
Spain,40962,2021-18,2021-05
Spain,34468,2021-19,2021-05
Spain,31660,2021-20,2021-05
Spain,30870,2021-21,2021-05
Spain,29133,2021-22,2021-06
Spain,34244,2021-23,2021-06
Spain,22884,2021-24,2021-06
Spain,27991,2021-25,2021-06
Spain,73833,2021-26,2021-06
Spain,104649,2021-27,2021-07
Spain,190726,2021-28,2021-07
